Source,Target,Source_repo,Target_repo
549285,549294,openstack-ansible-os_nova,openstack-ansible
549286,549294,openstack-ansible-os_cinder,openstack-ansible
549287,549294,openstack-ansible-os_ironic,openstack-ansible
548702,549310,shade,releases
549345,549341,cookbook-openstack-identity,cookbook-openstack-block-storage
549346,549341,cookbook-openstack-image,cookbook-openstack-block-storage
549345,549343,cookbook-openstack-identity,cookbook-openstack-compute
549346,549343,cookbook-openstack-image,cookbook-openstack-compute
549348,549343,cookbook-openstack-network,cookbook-openstack-compute
549345,549344,cookbook-openstack-identity,cookbook-openstack-dashboard
549345,549346,cookbook-openstack-identity,cookbook-openstack-image
549341,549347,cookbook-openstack-block-storage,cookbook-openstack-integration-test
549343,549347,cookbook-openstack-compute,cookbook-openstack-integration-test
549345,549347,cookbook-openstack-identity,cookbook-openstack-integration-test
549346,549347,cookbook-openstack-image,cookbook-openstack-integration-test
549348,549347,cookbook-openstack-network,cookbook-openstack-integration-test
549345,549348,cookbook-openstack-identity,cookbook-openstack-network
549345,549351,cookbook-openstack-identity,cookbook-openstack-orchestration
549343,549352,cookbook-openstack-compute,cookbook-openstack-telemetry
549345,549352,cookbook-openstack-identity,cookbook-openstack-telemetry
549346,549352,cookbook-openstack-image,cookbook-openstack-telemetry
549348,549352,cookbook-openstack-network,cookbook-openstack-telemetry
549473,549474,os-client-config,openstacksdk
549025,549520,liberasurecode,project-config
549520,549521,project-config,openstack-zuul-jobs
549624,549611,python-tripleoclient,tripleo-ci
549609,549611,tripleo-heat-templates,tripleo-ci
559210,549624,tripleo-heat-templates,python-tripleoclient
536615,549642,openstack-zuul-jobs,openstack-zuul-jobs
549635,549643,openstack-zuul-jobs,project-config
548554,549745,tripleo-heat-templates,tripleo-quickstart
550965,549745,tripleo-heat-templates,tripleo-quickstart
567845,549745,tripleo-heat-templates,tripleo-quickstart
548554,549746,tripleo-heat-templates,tripleo-quickstart-extras
550965,549746,tripleo-heat-templates,tripleo-quickstart-extras
567845,549746,tripleo-heat-templates,tripleo-quickstart-extras
549752,549753,openstack-ansible-openstack_hosts,openstack-ansible-lxc_container_create
549842,549774,horizon,neutron-vpnaas-dashboard
549780,549781,nova,devstack
549780,549783,nova,tempest
549814,549784,openstack-ansible-lxc_hosts,openstack-ansible-lxc_hosts
549780,549785,nova,project-config
549781,549785,devstack,project-config
549783,549785,tempest,project-config
549785,549786,project-config,openstack-zuul-jobs
549993,549817,openstack-ansible-lxc_hosts,openstack-ansible-lxc_container_create
549814,549817,openstack-ansible-lxc_hosts,openstack-ansible-lxc_container_create
549784,549817,openstack-ansible-lxc_hosts,openstack-ansible-lxc_container_create
549878,549817,openstack-ansible-lxc_container_create,openstack-ansible-lxc_container_create
537756,549837,tripleo-heat-templates,tripleo-quickstart-extras
549852,549837,tripleo-heat-templates,tripleo-quickstart-extras
549871,549874,openstack-zuul-jobs,neutron
549784,549878,openstack-ansible-lxc_hosts,openstack-ansible-lxc_container_create
543353,549907,puppet-openstack-integration,puppet-openstack_spec_helper
544168,549907,puppet-openstack-integration,puppet-openstack_spec_helper
544169,549907,puppet-openstack-integration,puppet-openstack_spec_helper
543353,549908,puppet-openstack-integration,puppet-openstack_spec_helper
544168,549908,puppet-openstack-integration,puppet-openstack_spec_helper
544169,549908,puppet-openstack-integration,puppet-openstack_spec_helper
543353,549909,puppet-openstack-integration,puppet-openstack_spec_helper
544168,549909,puppet-openstack-integration,puppet-openstack_spec_helper
544169,549909,puppet-openstack-integration,puppet-openstack_spec_helper
542201,549966,tripleo-quickstart-extras,tripleo-ci
548660,549980,openstack-ansible-openstack_hosts,openstack-ansible-rabbitmq_server
549977,549980,openstack-ansible-openstack_hosts,openstack-ansible-rabbitmq_server
540816,550026,tripleo-common,python-tripleoclient
550028,550029,tripleo-common,python-tripleoclient
550082,550084,rally,networking-ovn
536404,550093,puppet-tripleo,tripleo-heat-templates
550135,550102,openstack-ansible-tests,openstack-ansible-openstack_hosts
573307,550102,openstack-ansible-tests,openstack-ansible-openstack_hosts
549737,550108,nova,devstack
550110,550111,puppet-cinder,puppet-tripleo
556636,550111,puppet-cinder,puppet-tripleo
550111,550112,puppet-tripleo,tripleo-heat-templates
556637,550112,puppet-tripleo,tripleo-heat-templates
550282,550134,neutron-lbaas,octavia
550269,550135,openstack-ansible-lxc_container_create,openstack-ansible-tests
483994,550172,nova,devstack
550033,550190,project-config,openstack-zuul-jobs
550235,550253,project-config,requirements
555332,550265,requirements,nova
550272,550274,puppet-tripleo,tripleo-heat-templates
550613,550274,python-tripleoclient,tripleo-heat-templates
543353,550339,puppet-openstack-integration,project-config
544168,550339,puppet-openstack-integration,project-config
544169,550339,puppet-openstack-integration,project-config
550339,550340,project-config,openstack-zuul-jobs
552865,550387,requirements,networking-bgpvpn
548599,550401,puppet-ceilometer,puppet-openstack-integration
550396,550401,puppet-ceilometer,puppet-openstack-integration
550727,550415,requirements,project-config
550421,550431,neutron,octavia
546544,550463,tripleo-ci,tripleo-heat-templates
557295,550464,ironic-tempest-plugin,ironic-inspector
550758,550475,requirements,requirements
550830,550475,horizon,requirements
550831,550475,neutron,requirements
546544,550480,tripleo-ci,tripleo-heat-templates
550491,550496,project-config,governance
548200,550505,puppet-neutron,puppet-tripleo
550505,550507,puppet-tripleo,tripleo-heat-templates
550508,550510,tripleo-common,tripleo-heat-templates
563024,550510,tripleo-common,tripleo-heat-templates
550492,550510,tripleo-common,tripleo-heat-templates
563020,550510,tripleo-common,tripleo-heat-templates
550537,550538,project-config,governance
550553,550554,project-config,openstack-zuul-jobs
563087,550563,monasca-tempest-plugin,monasca-log-api
549854,550567,puppet-tripleo,tripleo-heat-templates
550289,550567,puppet-tripleo,tripleo-heat-templates
550290,550567,puppet-tripleo,tripleo-heat-templates
546544,550575,tripleo-ci,tripleo-heat-templates
555465,550577,python-tripleoclient,tripleo-common
559387,550577,tripleo-ci,tripleo-common
549644,550578,project-config,requirements
550578,550582,requirements,project-config
550592,550593,releases,openstack-ansible
550597,550599,releases,openstack-ansible
555034,550603,openstack-zuul-jobs,oslo.config
550759,550732,python-glanceclient,requirements
551309,550732,tacker,requirements
550747,550749,openstack-ansible-tests,openstack-ansible
578736,550749,openstack-ansible-plugins,openstack-ansible
550755,550756,project-config,openstack-zuul-jobs
550795,550791,monasca-api,monasca-agent
550874,550795,monasca-tempest-plugin,monasca-api
550795,550796,monasca-api,monasca-common
550874,550796,monasca-tempest-plugin,monasca-common
548655,550797,neutron,zun
550795,550798,monasca-api,monasca-notification
567006,550800,kolla,kolla-ansible
550795,550801,monasca-api,monasca-persister
550795,550804,monasca-api,monasca-statsd
550806,550813,releases,openstack-ansible
550224,550823,puppet-tripleo,tripleo-heat-templates
566559,550823,puppet-tripleo,tripleo-heat-templates
549855,550823,tripleo-common,tripleo-heat-templates
561650,550823,tripleo-common,tripleo-heat-templates
564191,550823,tripleo-common,tripleo-heat-templates
564483,550823,tripleo-common,tripleo-heat-templates
550817,550829,project-config,releases
550282,550835,neutron-lbaas,octavia
552015,550972,tripleo-ci,tripleo-heat-templates
553499,550987,neutron,neutron-tempest-plugin
571675,550987,neutron,neutron-tempest-plugin
571676,550987,neutron,neutron-tempest-plugin
571677,550987,neutron,neutron-tempest-plugin
550996,550999,project-config,openstack-zuul-jobs
550984,551008,castellan,project-config
551007,551009,python-tripleoclient,tripleo-heat-templates
551696,551009,puppet-tripleo,tripleo-heat-templates
551008,551011,project-config,openstack-zuul-jobs
550985,551016,glance,project-config
551285,551016,glance,project-config
551290,551016,glance,project-config
551016,551019,project-config,openstack-zuul-jobs
523972,551197,neutron,neutron-lib
551202,551209,project-config,cue
551202,551211,project-config,python-cueclient
551202,551212,project-config,cue-dashboard
551209,551215,cue,project-config
551212,551215,cue-dashboard,project-config
551211,551215,python-cueclient,project-config
551202,551217,project-config,openstack-zuul-jobs
558510,551271,tripleo-quickstart-extras,python-tripleoclient
551286,551287,puppet-tripleo,tripleo-heat-templates
551372,551290,barbican,glance
551375,551291,barbican,glance
488874,551326,virtualbmc,ironic
530509,551336,oslo.context,keystone
556840,551344,openstack-ansible,openstack-ansible-os_glance
558990,551371,neutron,nova
551406,551401,project-config,releases
551441,551442,tripleo-quickstart-extras,tripleo-quickstart
551423,551690,zun,zun-tempest-plugin
551696,551700,puppet-tripleo,tripleo-heat-templates
551698,551702,openstack-ansible-os_keystone,openstack-ansible
551690,551717,zun-tempest-plugin,zun
556785,551720,neutron-fwaas-dashboard,neutron-fwaas-dashboard
548032,551755,puppet-gnocchi,puppet-panko
551754,551755,puppet-gnocchi,puppet-panko
544281,551792,octavia,openstacksdk
551838,551839,zun,solum
551849,551848,project-config,requirements
551841,551870,project-config,governance
551845,551873,project-config,governance
551852,551876,project-config,governance
551854,551880,project-config,governance
551858,551883,project-config,governance
551926,551929,zaqar-tempest-plugin,zaqar
551850,551957,project-config,governance
551855,551958,project-config,governance
551856,551965,project-config,governance
554990,551966,puppet-nova,tripleo-heat-templates
551959,551966,puppet-nova,tripleo-heat-templates
554889,551966,tripleo-quickstart-extras,tripleo-heat-templates
555308,551966,instack-undercloud,tripleo-heat-templates
551977,551976,tripleo-common,python-tripleoclient
553371,551976,tripleo-common,python-tripleoclient
551978,551980,project-config,governance
552433,551983,tripleo-quickstart,tripleo-quickstart-extras
555614,552047,openstack-ansible-lxc_hosts,openstack-ansible
525686,552064,tripleo-quickstart,tripleo-upgrade
545281,552064,tripleo-ci,tripleo-upgrade
554653,552064,tripleo-heat-templates,tripleo-upgrade
554831,552064,tripleo-heat-templates,tripleo-upgrade
545477,552080,tripleo-ci,tripleo-upgrade
559746,552080,python-tripleoclient,tripleo-upgrade
559753,552080,python-tripleoclient,tripleo-upgrade
557927,552145,requirements,horizon
557932,552145,horizon,horizon
549664,552150,requirements,python-zunclient
545458,552186,networking-odl,project-config
552252,552253,blazar-tempest-plugin,python-blazarclient
552253,552254,python-blazarclient,blazar-nova
552254,552255,blazar-nova,blazar
551794,552296,bifrost,bifrost
572792,552459,devstack,shade
550014,552481,qinling,qinling
579808,552498,kuryr-kubernetes,kuryr-tempest-plugin
552496,552501,tripleo-common,tripleo-heat-templates
563021,552501,tripleo-common,tripleo-heat-templates
550508,552501,tripleo-common,tripleo-heat-templates
563024,552501,tripleo-common,tripleo-heat-templates
546942,552512,kuryr-kubernetes,kuryr-tempest-plugin
531421,552516,os-win,compute-hyperv
540358,552516,os-win,compute-hyperv
552506,552526,manila-tempest-plugin,manila
552563,552564,tripleo-common,python-tripleoclient
552969,552564,tripleo-common,python-tripleoclient
552579,552584,tripleo-quickstart,tripleo-quickstart-extras
552571,552640,kolla-ansible,kayobe
553814,552647,instack-undercloud,puppet-tripleo
556398,552647,instack-undercloud,puppet-tripleo
552658,552660,puppet-nova,tripleo-common
552660,552662,tripleo-common,tripleo-heat-templates
552652,552665,cliff,python-neutronclient
552672,552673,project-config,governance
552680,552682,python-tripleoclient,tripleo-heat-templates
552689,552694,neutron-tempest-plugin,neutron
552723,552724,project-config,openstack-zuul-jobs
548916,552733,governance,project-team-guide
552243,552814,cinder,python-cinderclient
469503,552816,tripleo-heat-templates,python-tripleoclient
553112,552851,puppet-openstack-integration,puppet-ec2api
553113,552852,puppet-openstack-integration,puppet-heat
552861,552866,project-config,governance
526945,552884,project-config,project-config
553936,552889,python-cinderclient,openstack-ansible-os_cinder
552996,552945,requirements,rpm-packaging
552990,552946,requirements,rpm-packaging
552995,552947,requirements,rpm-packaging
552998,552948,requirements,rpm-packaging
553005,552949,requirements,rpm-packaging
552994,552951,requirements,rpm-packaging
553000,552953,requirements,rpm-packaging
552991,552954,requirements,rpm-packaging
553006,552956,requirements,rpm-packaging
552999,552957,requirements,rpm-packaging
552993,552958,requirements,rpm-packaging
552992,552959,requirements,rpm-packaging
553009,552960,requirements,rpm-packaging
553001,552961,requirements,rpm-packaging
552997,552962,requirements,rpm-packaging
552989,552963,requirements,rpm-packaging
553003,552965,requirements,rpm-packaging
553007,552966,requirements,rpm-packaging
552713,552976,openstack-helm,openstack-helm
552504,552984,devstack,tempest
553030,553032,requirements,networking-bgpvpn
531206,553055,cinder-tempest-plugin,cinder-tempest-plugin
553117,553118,puppet-openstack-integration,puppet-ironic
553127,553128,puppet-openstack-integration,puppet-mistral
553655,553139,devstack,tempest
555450,553139,devstack,tempest
553286,553152,puppet-openstack-integration,puppet-murano
553191,553157,puppet-openstack-integration,puppet-sahara
552382,553219,instack-undercloud,tripleo-docs
552889,553280,openstack-ansible-os_cinder,openstack-ansible
552781,553325,tripleo-quickstart-extras,tripleo-heat-templates
552382,553325,instack-undercloud,tripleo-heat-templates
553462,553350,openstack-ansible-os_nova,openstack-ansible-os_magnum
553462,553357,openstack-ansible-os_nova,openstack-ansible-os_tempest
553800,553368,monasca-ui,project-config
551977,553372,tripleo-common,python-tripleoclient
553371,553372,tripleo-common,python-tripleoclient
528104,553377,nova,nova
553392,553393,project-config,governance
542223,553399,neutron-lbaas,octavia
549785,553401,project-config,nova
553403,553427,puppet-tripleo,tripleo-heat-templates
554664,553436,puppet-tempest,puppet-openstack-integration
555176,553436,puppet-tempest,puppet-openstack-integration
553326,553439,tripleo-quickstart-extras,tripleo-upgrade
559327,553473,ironic,ironic
553623,553498,project-config,senlin-dashboard
553499,553501,neutron,tripleo-quickstart-extras
571675,553501,neutron,tripleo-quickstart-extras
571676,553501,neutron,tripleo-quickstart-extras
571677,553501,neutron,tripleo-quickstart-extras
559330,553503,neutron-fwaas,neutron-fwaas
553627,553546,project-config,murano-dashboard
553621,553570,project-config,magnum-ui
553639,553587,heat,heat
530509,553613,oslo.context,nova
523973,553613,openstack-specs,nova
526213,553624,python-tripleoclient,tripleo-heat-templates
550023,553624,python-tripleoclient,tripleo-heat-templates
553653,553655,tempest,devstack
553673,553674,project-config,zun-ui
553690,553693,project-config,zaqar-ui
553703,553706,project-config,watcher-dashboard
548264,553724,charm-keystone,charm-glance
552563,553753,tripleo-common,python-tripleoclient
552969,553753,tripleo-common,python-tripleoclient
548655,553763,neutron,kuryr-libnetwork
553784,553768,tripleo-common,tripleo-image-elements
555726,553768,tripleo-common,tripleo-image-elements
555729,553768,tripleo-common,tripleo-image-elements
553784,553782,tripleo-common,tripleo-image-elements
555726,553782,tripleo-common,tripleo-image-elements
555729,553782,tripleo-common,tripleo-image-elements
553841,553797,ironic,ironic-inspector
550577,553898,tripleo-common,python-tripleoclient
555465,553898,python-tripleoclient,python-tripleoclient
553897,553899,project-config,releases
553756,553924,kuryr-libnetwork,zun
548655,553925,neutron,zun
553937,553938,cookbook-openstack-block-storage,cookbook-openstack-compute
553975,553977,project-config,governance
553983,553984,tripleo-common,python-tripleoclient
553984,553985,python-tripleoclient,tripleo-heat-templates
554091,554092,project-config,solum-dashboard
554105,554109,openstack-ansible-lxc_container_create,openstack-ansible
546626,554302,python-tripleoclient,tripleo-heat-templates
566475,554304,monasca-api,monasca-agent
554314,554317,devstack,nova
560931,554317,nova,nova
554402,554348,openstack-ansible-tests,ansible-role-systemd_service
554402,554349,openstack-ansible-tests,ansible-role-systemd_mount
554402,554350,openstack-ansible-tests,ansible-role-systemd_networkd
554376,554377,tripleo-quickstart-extras,tripleo-quickstart
554385,554382,senlin,senlin-tempest-plugin
554383,554389,openstack-ansible-lxc_hosts,openstack-ansible-lxc_container_create
554415,554417,puppet-openstack-integration,puppet-ceilometer
555737,554493,tripleo-ci,tripleo-common
560374,554522,tripleo-quickstart-extras,tripleo-quickstart
569151,554536,tripleo-validations,tripleo-heat-templates
743915,554536,tripleo-validations,tripleo-heat-templates
554224,554573,tripleo-common,python-tripleoclient
558089,554577,nova,devstack
559315,554597,python-neutronclient,python-neutronclient
559332,554597,python-neutronclient,python-neutronclient
510684,554619,puppet-tripleo,tripleo-heat-templates
536628,554633,puppet-heat,tripleo-heat-templates
541399,554633,puppet-heat,tripleo-heat-templates
541400,554633,puppet-heat,tripleo-heat-templates
541402,554633,puppet-heat,tripleo-heat-templates
536628,554637,puppet-heat,tripleo-heat-templates
541399,554637,puppet-heat,tripleo-heat-templates
541400,554637,puppet-heat,tripleo-heat-templates
541402,554637,puppet-heat,tripleo-heat-templates
554689,554642,requirements,rpm-packaging
536628,554659,puppet-heat,tripleo-heat-templates
541399,554659,puppet-heat,tripleo-heat-templates
541400,554659,puppet-heat,tripleo-heat-templates
541402,554659,puppet-heat,tripleo-heat-templates
536628,554660,puppet-heat,tripleo-heat-templates
541399,554660,puppet-heat,tripleo-heat-templates
541400,554660,puppet-heat,tripleo-heat-templates
541402,554660,puppet-heat,tripleo-heat-templates
553206,554672,puppet-pacemaker,puppet-tripleo
552899,554675,openstack-ansible-os_nova,openstack-ansible
554705,554685,tripleo-ci,diskimage-builder
554754,554756,puppet-openstack-integration,puppet-gnocchi
554508,554848,neutron-lib,neutron
554539,554863,paunch,tripleo-heat-templates
701064,554863,paunch,tripleo-heat-templates
540752,554876,devstack,neutron
554875,554876,devstack,neutron
559926,554926,tripleo-heat-templates,tripleo-common
539186,554936,manila,manila
578771,554936,manila,manila
556688,554977,devstack-gate,devstack
548974,554996,tripleo-ci,tripleo-heat-templates
564049,555007,tripleo-common,tripleo-heat-templates
555031,555032,kolla,kolla-ansible
557016,555046,openstack-ansible-os_tempest,openstack-ansible-os_cinder
555041,555049,tripleo-heat-templates,tripleo-common
555049,555052,tripleo-common,tripleo-validations
560379,555080,oslo.cache,oslo.cache
561844,555111,project-config,trove-dashboard
555158,555121,puppet-cloudkitty,puppet-cloudkitty
554664,555163,puppet-tempest,puppet-openstack-integration
555176,555163,puppet-tempest,puppet-openstack-integration
560270,555189,glance,glance
559334,555196,keystone,keystone
555215,555218,puppet-tempest,releases
554946,555252,tripleo-common,tripleo-heat-templates
563022,555252,tripleo-common,tripleo-heat-templates
550508,555252,tripleo-common,tripleo-heat-templates
563024,555252,tripleo-common,tripleo-heat-templates
549252,555268,devstack,networking-odl
555260,555268,networking-bgpvpn,networking-odl
555262,555283,tripleo-common,tripleo-heat-templates
563023,555283,tripleo-common,tripleo-heat-templates
550508,555283,tripleo-common,tripleo-heat-templates
563024,555283,tripleo-common,tripleo-heat-templates
555034,555289,openstack-zuul-jobs,anchor
555034,555290,openstack-zuul-jobs,ansible-hardening
555034,555291,openstack-zuul-jobs,automaton
555034,555293,openstack-zuul-jobs,bandit
555034,555294,openstack-zuul-jobs,barbican
555034,555296,openstack-zuul-jobs,hacking
555034,555297,openstack-zuul-jobs,pbr
555034,555298,openstack-zuul-jobs,requestsexceptions
555034,555299,openstack-zuul-jobs,shade
555402,555299,requirements,shade
556491,555312,tripleo-common,tripleo-heat-templates
562307,555312,tripleo-common,tripleo-heat-templates
547961,555326,puppet-tripleo,tripleo-heat-templates
553788,555326,puppet-tripleo,tripleo-heat-templates
556670,555346,nova,devstack
555034,555350,openstack-zuul-jobs,barbican-tempest-plugin
555034,555351,openstack-zuul-jobs,bifrost
555034,555352,openstack-zuul-jobs,blazar
555034,555353,openstack-zuul-jobs,blazar-dashboard
555034,555355,openstack-zuul-jobs,blazar-nova
555034,555356,openstack-zuul-jobs,blazar-tempest-plugin
555034,555357,openstack-zuul-jobs,castellan
555034,555358,openstack-zuul-jobs,ceilometer-powervm
555034,555359,openstack-zuul-jobs,cinder
555034,555360,openstack-zuul-jobs,cinder-tempest-plugin
554990,555362,puppet-nova,puppet-tripleo
568125,555386,openstack-helm-infra,openstack-helm
617809,555398,designate-tempest-plugin,designate
555034,555405,openstack-zuul-jobs,cliff
555034,555406,openstack-zuul-jobs,compute-hyperv
555034,555407,openstack-zuul-jobs,congress
555034,555408,openstack-zuul-jobs,congress-dashboard
555034,555409,openstack-zuul-jobs,debtcollector
555034,555410,openstack-zuul-jobs,designate
555034,555411,openstack-zuul-jobs,designate-dashboard
555034,555412,openstack-zuul-jobs,diskimage-builder
555950,555424,tripleo-quickstart-extras,tripleo-heat-templates
555426,555429,project-config,requirements
555034,555440,openstack-zuul-jobs,dragonflow
555034,555441,openstack-zuul-jobs,ec2-api
555034,555443,openstack-zuul-jobs,freezer
555034,555444,openstack-zuul-jobs,freezer-api
555034,555446,openstack-zuul-jobs,freezer-web-ui
555034,555447,openstack-zuul-jobs,futurist
555034,555448,openstack-zuul-jobs,fuxi
553653,555450,tempest,devstack
555460,555457,requirements,zun-ui
555034,555483,openstack-zuul-jobs,glance
555034,555484,openstack-zuul-jobs,glance_store
555034,555486,openstack-zuul-jobs,heat
555034,555487,openstack-zuul-jobs,heat-agents
555034,555488,openstack-zuul-jobs,heat-dashboard
555034,555490,openstack-zuul-jobs,heat-translator
555034,555491,openstack-zuul-jobs,horizon
555402,555491,requirements,horizon
541420,555496,nova,tempest
555034,555564,openstack-zuul-jobs,i18n
555034,555565,openstack-zuul-jobs,instack
555034,555566,openstack-zuul-jobs,instack-undercloud
555034,555567,openstack-zuul-jobs,ironic
555034,555568,openstack-zuul-jobs,ironic-inspector
555034,555569,openstack-zuul-jobs,ironic-lib
555034,555570,openstack-zuul-jobs,ironic-python-agent
555034,555572,openstack-zuul-jobs,ironic-ui
550130,555601,project-config,monasca-ui
555034,555622,openstack-zuul-jobs,karbor
555034,555623,openstack-zuul-jobs,karbor-dashboard
555034,555624,openstack-zuul-jobs,keystone
555034,555625,openstack-zuul-jobs,keystoneauth
555034,555626,openstack-zuul-jobs,keystonemiddleware
555034,555628,openstack-zuul-jobs,kolla
555034,555629,openstack-zuul-jobs,kolla-ansible
555034,555630,openstack-zuul-jobs,kolla-kubernetes
556978,555662,kolla-ansible,kolla-ansible
556773,555681,puppet-openstack-integration,puppet-openstack_spec_helper
556773,555684,puppet-openstack-integration,puppet-openstack-cookiecutter
553698,555694,zun,zun
555702,555701,puppet-openstack-integration,puppet-freezer
555702,555705,puppet-openstack-integration,puppet-murano
555707,555712,project-config,governance
553784,555730,tripleo-common,tripleo-image-elements
555726,555730,tripleo-common,tripleo-image-elements
555729,555730,tripleo-common,tripleo-image-elements
579183,555732,puppet-openstacklib,puppet-tripleo
581375,555732,puppet-openstacklib,puppet-tripleo
583254,555732,puppet-openstacklib,puppet-tripleo
555034,555754,openstack-zuul-jobs,kuryr
555034,555755,openstack-zuul-jobs,kuryr-kubernetes
555034,555756,openstack-zuul-jobs,kuryr-libnetwork
555034,555757,openstack-zuul-jobs,ldappool
555034,555758,openstack-zuul-jobs,magnum
555034,555759,openstack-zuul-jobs,magnum-ui
555034,555760,openstack-zuul-jobs,manila
554662,555770,project-config,devstack
554662,555773,project-config,senlin
554662,555779,project-config,python-openstackclient
554662,555783,project-config,pymod2pkg
555780,555789,governance,openstack-manuals
554662,555796,project-config,requirements
554662,555797,project-config,requirements
554662,555798,project-config,requirements
554662,555799,project-config,requirements
539186,555800,manila,openstack-zuul-jobs
578771,555800,manila,openstack-zuul-jobs
554662,555802,project-config,requirements
554662,555805,project-config,shade
559407,555811,networking-bgpvpn,networking-bagpipe
555780,555819,governance,openstack-manuals
555034,555820,openstack-zuul-jobs,manila-image-elements
555034,555821,openstack-zuul-jobs,manila-ui
555034,555822,openstack-zuul-jobs,masakari
555034,555823,openstack-zuul-jobs,masakari-monitors
555034,555824,openstack-zuul-jobs,mistral
555402,555824,requirements,mistral
555034,555825,openstack-zuul-jobs,mistral-dashboard
555034,555826,openstack-zuul-jobs,mistral-lib
555832,555830,project-config,governance
567989,555835,designate-dashboard,designate-dashboard
556599,555873,tripleo-quickstart-extras,tripleo-quickstart
550364,555881,castellan-ui,castellan-ui
555034,555883,openstack-zuul-jobs,monasca-api
555034,555884,openstack-zuul-jobs,monasca-common
563087,555885,monasca-tempest-plugin,monasca-log-api
555034,555886,openstack-zuul-jobs,monasca-notification
555034,555887,openstack-zuul-jobs,monasca-persister
555034,555888,openstack-zuul-jobs,monasca-statsd
555034,555889,openstack-zuul-jobs,monasca-transform
555034,555890,openstack-zuul-jobs,monasca-ui
555402,555890,requirements,monasca-ui
561825,555891,neutron,requirements
555897,555900,project-config,governance
555901,555902,nova,devstack
555034,555912,openstack-zuul-jobs,mox3
555034,555913,openstack-zuul-jobs,murano
555034,555916,openstack-zuul-jobs,murano-agent
555034,555917,openstack-zuul-jobs,murano-dashboard
555034,555918,openstack-zuul-jobs,murano-pkg-check
555034,555921,openstack-zuul-jobs,networking-bagpipe
555034,555922,openstack-zuul-jobs,networking-baremetal
447139,555934,security-analysis,governance
555034,555935,openstack-zuul-jobs,networking-ovn
555034,555936,openstack-zuul-jobs,networking-powervm
555034,555937,openstack-zuul-jobs,networking-sfc
553063,555937,networking-sfc,networking-sfc
555034,555939,openstack-zuul-jobs,neutron
555034,555940,openstack-zuul-jobs,neutron-dynamic-routing
555034,555941,openstack-zuul-jobs,neutron-fwaas
555034,555942,openstack-zuul-jobs,neutron-fwaas-dashboard
555034,555943,openstack-zuul-jobs,neutron-lbaas
555034,555944,openstack-zuul-jobs,neutron-lbaas-dashboard
555034,555958,openstack-zuul-jobs,neutron-lib
555034,555959,openstack-zuul-jobs,neutron-vpnaas
555034,555960,openstack-zuul-jobs,neutron-vpnaas-dashboard
555034,555964,openstack-zuul-jobs,nova-powervm
555034,555965,openstack-zuul-jobs,octavia
555034,555967,openstack-zuul-jobs,octavia-dashboard
555034,556026,openstack-zuul-jobs,openstack-ansible
555034,556027,openstack-zuul-jobs,openstack-ansible-apt_package_pinning
555034,556028,openstack-zuul-jobs,openstack-ansible-ceph_client
555034,556029,openstack-zuul-jobs,openstack-ansible-galera_client
555034,556030,openstack-zuul-jobs,openstack-ansible-galera_server
555034,556031,openstack-zuul-jobs,openstack-ansible-haproxy_server
555034,556032,openstack-zuul-jobs,openstack-ansible-lxc_container_create
555034,556033,openstack-zuul-jobs,openstack-ansible-lxc_hosts
555034,556034,openstack-zuul-jobs,openstack-ansible-memcached_server
555034,556036,openstack-zuul-jobs,openstack-doc-tools
555034,556037,openstack-zuul-jobs,openstackclient
555034,556038,openstack-zuul-jobs,openstackdocstheme
555034,556039,openstack-zuul-jobs,os-api-ref
555034,556040,openstack-zuul-jobs,os-apply-config
555034,556041,openstack-zuul-jobs,os-brick
555034,556042,openstack-zuul-jobs,os-client-config
555034,556043,openstack-zuul-jobs,os-collect-config
555034,556044,openstack-zuul-jobs,os-refresh-config
555034,556054,openstack-zuul-jobs,os-testr
555034,556055,openstack-zuul-jobs,os-traits
555034,556056,openstack-zuul-jobs,os-vif
555034,556057,openstack-zuul-jobs,os-win
555034,556059,openstack-zuul-jobs,osc-lib
555034,556060,openstack-zuul-jobs,oslo.cache
555034,556061,openstack-zuul-jobs,oslo.concurrency
555034,556062,openstack-zuul-jobs,oslo.context
555034,556063,openstack-zuul-jobs,oslo.db
555034,556064,openstack-zuul-jobs,oslo.i18n
555034,556065,openstack-zuul-jobs,oslo.log
555034,556066,openstack-zuul-jobs,oslo.messaging
555034,556067,openstack-zuul-jobs,oslo.middleware
555034,556068,openstack-zuul-jobs,oslo.policy
555034,556069,openstack-zuul-jobs,oslo.privsep
555034,556070,openstack-zuul-jobs,oslo.reports
555034,556071,openstack-zuul-jobs,oslo.rootwrap
555034,556077,openstack-zuul-jobs,oslo.serialization
555034,556078,openstack-zuul-jobs,oslo.service
555034,556079,openstack-zuul-jobs,oslo.utils
555034,556080,openstack-zuul-jobs,oslo.versionedobjects
555034,556081,openstack-zuul-jobs,oslo.vmware
555034,556082,openstack-zuul-jobs,oslotest
555034,556083,openstack-zuul-jobs,ovsdbapp
555034,556084,openstack-zuul-jobs,patrole
555034,556085,openstack-zuul-jobs,pycadf
555034,556126,openstack-zuul-jobs,pymod2pkg
555034,556127,openstack-zuul-jobs,python-barbicanclient
555034,556128,openstack-zuul-jobs,python-blazarclient
555034,556129,openstack-zuul-jobs,python-brick-cinderclient-ext
555034,556130,openstack-zuul-jobs,python-cinderclient
